,type,event,start,end,satellite,lon,lat,poly,ID,l0_files,l1c_files
53,eruption,Karangetang_0_08,2019-02-03 00:00:00,2019-02-03 23:59:59,S2A,125.40670076605447,2.780770192667117,"POLYGON((125.3617371254676 2.654160476473592,125.3617275369208 2.907377914865458,125.4516739951882 2.907377914865458,125.4516644066413 2.654160476473592,125.3617371254676 2.654160476473592))",53,"['S2A_OPER_MSI_L0__GR_EPAE_20190203T033119_S20190203T020637_D02_N02.07.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20190203T033119_S20190203T020641_D02_N02.07.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20190203T033119_S20190203T020641_D03_N02.07.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20190203T033119_S20190203T020645_D02_N02.07.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20190203T033119_S20190203T020645_D03_N02.07.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20190203T033119_S20190203T020648_D03_N02.07.tar']","['S2A_MSIL1C_20190203T020441_N0207_R017_T51NYC_20190203T034151', 'S2A_MSIL1C_20190203T020441_N0207_R017_T51NYD_20190203T034151']"
54,eruption,Karangetang_0_09,2019-05-09 00:00:00,2019-05-09 23:59:59,S2B,125.40670076605447,2.780770192667118,"POLYGON((125.3617371254676 2.654160476473594,125.3617275369208 2.90737791486546,125.4516739951882 2.90737791486546,125.4516644066413 2.654160476473594,125.3617371254676 2.654160476473594))",54,"['S2B_OPER_MSI_L0__GR_SGS__20190509T032735_S20190509T020648_D02_N02.07.tar', 'S2B_OPER_MSI_L0__GR_SGS__20190509T032735_S20190509T020652_D02_N02.07.tar', 'S2B_OPER_MSI_L0__GR_SGS__20190509T032735_S20190509T020656_D02_N02.07.tar', 'S2B_OPER_MSI_L0__GR_SGS__20190509T032735_S20190509T020656_D03_N02.07.tar', 'S2B_OPER_MSI_L0__GR_SGS__20190509T032735_S20190509T020659_D03_N02.07.tar']","['S2B_MSIL1C_20190509T020459_N0207_R017_T51NYD_20190509T033404', 'S2B_MSIL1C_20190509T020459_N0207_R017_T51NYC_20190509T033404']"
55,eruption,Karangetang_0_10,2019-05-29 00:00:00,2019-05-29 23:59:59,S2B,125.40670076605447,2.780770192667119,"POLYGON((125.3617371254676 2.654160476473594,125.3617275369208 2.907377914865461,125.4516739951882 2.907377914865461,125.4516644066413 2.654160476473594,125.3617371254676 2.654160476473594))",55,"['S2B_OPER_MSI_L0__GR_SGS__20190529T032741_S20190529T020648_D02_N02.07.tar', 'S2B_OPER_MSI_L0__GR_SGS__20190529T032741_S20190529T020652_D02_N02.07.tar', 'S2B_OPER_MSI_L0__GR_SGS__20190529T032741_S20190529T020656_D02_N02.07.tar', 'S2B_OPER_MSI_L0__GR_SGS__20190529T032741_S20190529T020656_D03_N02.07.tar', 'S2B_OPER_MSI_L0__GR_SGS__20190529T032741_S20190529T020659_D03_N02.07.tar']","['S2B_MSIL1C_20190529T020459_N0207_R017_T51NYD_20190529T033422', 'S2B_MSIL1C_20190529T020459_N0207_R017_T51NYC_20190529T033422']"
56,eruption,Karangetang_0_11,2019-07-23 00:00:00,2019-07-23 23:59:59,S2A,125.40670076605447,2.780770192667120,"POLYGON((125.3617371254676 2.654160476473595,125.3617275369208 2.907377914865462,125.4516739951882 2.907377914865462,125.4516644066413 2.654160476473595,125.3617371254676 2.654160476473595))",56,"['S2A_OPER_MSI_L0__GR_EPAE_20190723T032703_S20190723T020645_D02_N02.08.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20190723T032703_S20190723T020649_D02_N02.08.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20190723T032703_S20190723T020649_D03_N02.08.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20190723T032703_S20190723T020653_D02_N02.08.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20190723T032703_S20190723T020653_D03_N02.08.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20190723T032703_S20190723T020656_D03_N02.08.tar']","['S2A_MSIL1C_20190723T020451_N0208_R017_T51NYC_20190723T033706', 'S2A_MSIL1C_20190723T020451_N0208_R017_T51NYD_20190723T033706']"
57,eruption,Karangetang_0_12,2019-08-07 00:00:00,2019-08-07 23:59:59,S2B,125.40670076605447,2.780770192667121,"POLYGON((125.3617371254676 2.654160476473596,125.3617275369208 2.907377914865463,125.4516739951882 2.907377914865463,125.4516644066413 2.654160476473596,125.3617371254676 2.654160476473596))",57,"['S2B_OPER_MSI_L0__GR_SGS__20190807T051023_S20190807T020650_D02_N02.08.tar', 'S2B_OPER_MSI_L0__GR_SGS__20190807T051023_S20190807T020654_D02_N02.08.tar', 'S2B_OPER_MSI_L0__GR_SGS__20190807T051023_S20190807T020654_D03_N02.08.tar', 'S2B_OPER_MSI_L0__GR_SGS__20190807T051023_S20190807T020658_D03_N02.08.tar', 'S2B_OPER_MSI_L0__GR_SGS__20190807T051023_S20190807T020701_D03_N02.08.tar']","['S2B_MSIL1C_20190807T020029_N0208_R017_T51NYD_20190807T051758', 'S2B_MSIL1C_20190807T020029_N0208_R017_T51NYC_20190807T051758']"
58,eruption,Karangetang_0_13,2019-08-12 00:00:00,2019-08-12 23:59:59,S2A,125.40670076605447,2.780770192667122,"POLYGON((125.3617371254676 2.654160476473598,125.3617275369208 2.907377914865464,125.4516739951882 2.907377914865464,125.4516644066413 2.654160476473598,125.3617371254676 2.654160476473598))",58,"['S2A_OPER_MSI_L0__GR_SGS__20190812T051027_S20190812T020646_D02_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190812T051027_S20190812T020650_D02_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190812T051027_S20190812T020650_D03_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190812T051027_S20190812T020654_D03_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190812T051027_S20190812T020657_D03_N02.08.tar']","['S2A_MSIL1C_20190812T020021_N0208_R017_T51NYD_20190812T051816', 'S2A_MSIL1C_20190812T020021_N0208_R017_T51NYC_20190812T051816']"
59,eruption,Karangetang_0_14,2019-08-22 00:00:00,2019-08-22 23:59:59,S2A,125.40670076605447,2.780770192667123,"POLYGON((125.3617371254676 2.654160476473598,125.3617275369208 2.907377914865465,125.4516739951882 2.907377914865465,125.4516644066413 2.654160476473598,125.3617371254676 2.654160476473598))",59,"['S2A_OPER_MSI_L0__GR_SGS__20190822T032735_S20190822T020642_D02_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190822T032735_S20190822T020645_D02_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190822T032735_S20190822T020649_D02_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190822T032735_S20190822T020649_D03_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190822T032735_S20190822T020653_D03_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190822T032735_S20190822T020656_D03_N02.08.tar']","['S2A_MSIL1C_20190822T020021_N0208_R017_T51NYD_20190822T033428', 'S2A_MSIL1C_20190822T020021_N0208_R017_T51NYC_20190822T033428']"
60,eruption,Karangetang_0_15,2019-09-01 00:00:00,2019-09-01 23:59:59,S2A,125.40670076605447,2.780770192667124,"POLYGON((125.3617371254676 2.654160476473599,125.3617275369208 2.907377914865465,125.4516739951882 2.907377914865465,125.4516644066413 2.654160476473599,125.3617371254676 2.654160476473599))",60,"['S2A_OPER_MSI_L0__GR_SGS__20190901T032738_S20190901T020643_D02_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190901T032738_S20190901T020647_D02_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190901T032738_S20190901T020647_D03_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190901T032738_S20190901T020651_D03_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190901T032738_S20190901T020654_D03_N02.08.tar']","['S2A_MSIL1C_20190901T020021_N0208_R017_T51NYD_20190901T033411', 'S2A_MSIL1C_20190901T020021_N0208_R017_T51NYC_20190901T033411']"
61,eruption,Karangetang_0_16,2019-09-16 00:00:00,2019-09-16 23:59:59,S2B,125.40670076605447,2.780770192667125,"POLYGON((125.3617371254676 2.654160476473601,125.3617275369208 2.907377914865467,125.4516739951882 2.907377914865467,125.4516644066413 2.654160476473601,125.3617371254676 2.654160476473601))",61,"['S2B_OPER_MSI_L0__GR_SGS__20190916T051018_S20190916T020642_D02_N02.08.tar', 'S2B_OPER_MSI_L0__GR_SGS__20190916T051018_S20190916T020646_D02_N02.08.tar', 'S2B_OPER_MSI_L0__GR_SGS__20190916T051018_S20190916T020646_D03_N02.08.tar', 'S2B_OPER_MSI_L0__GR_SGS__20190916T051018_S20190916T020650_D03_N02.08.tar', 'S2B_OPER_MSI_L0__GR_SGS__20190916T051018_S20190916T020653_D03_N02.08.tar']","['S2B_MSIL1C_20190916T020019_N0208_R017_T51NYC_20190916T051806', 'S2B_MSIL1C_20190916T020019_N0208_R017_T51NYD_20190916T051806']"
62,eruption,Karangetang_0_17,2019-09-21 00:00:00,2019-09-21 23:59:59,S2A,125.40670076605447,2.780770192667126,"POLYGON((125.3617371254676 2.654160476473602,125.3617275369208 2.907377914865468,125.4516739951882 2.907377914865468,125.4516644066413 2.654160476473602,125.3617371254676 2.654160476473602))",62,"['S2A_OPER_MSI_L0__GR_SGS__20190921T032742_S20190921T020640_D02_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190921T032742_S20190921T020643_D02_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190921T032742_S20190921T020647_D02_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190921T032742_S20190921T020647_D03_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190921T032742_S20190921T020651_D03_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190921T032742_S20190921T020654_D03_N02.08.tar']","['S2A_MSIL1C_20190921T020021_N0208_R017_T51NYC_20190921T033407', 'S2A_MSIL1C_20190921T020021_N0208_R017_T51NYD_20190921T033407']"
63,eruption,Karangetang_0_18,2019-11-20 00:00:00,2019-11-20 23:59:59,S2A,125.40670076605447,2.780770192667127,"POLYGON((125.3617371254676 2.654160476473602,125.3617275369208 2.907377914865469,125.4516739951882 2.907377914865469,125.4516644066413 2.654160476473602,125.3617371254676 2.654160476473602))",63,"['S2A_OPER_MSI_L0__GR_EPAE_20191120T033424_S20191120T020641_D02_N02.08.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20191120T033424_S20191120T020645_D02_N02.08.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20191120T033424_S20191120T020645_D03_N02.08.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20191120T033424_S20191120T020649_D02_N02.08.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20191120T033424_S20191120T020649_D03_N02.08.tar', 'S2A_OPER_MSI_L0__GR_EPAE_20191120T033424_S20191120T020652_D03_N02.08.tar']","['S2A_MSIL1C_20191120T020451_N0208_R017_T51NYC_20191120T034622', 'S2A_MSIL1C_20191120T020451_N0208_R017_T51NYD_20191120T034622']"
64,eruption,Krakatau_00,2021-08-07 00:00:00,2021-08-07 23:59:59,S2B,105.42372903024689,-6.10264947472026,"POLYGON((105.3785483123426 -6.22924462570978,105.3785695126447 -5.976049940456066,105.4688885478491 -5.976049940456066,105.4689097481512 -6.22924462570978,105.3785483123426 -6.22924462570978))",64,"['S2B_OPER_MSI_L0__GR_VGS4_20210807T051911_S20210807T031948_D01_N03.01.tar', 'S2B_OPER_MSI_L0__GR_VGS4_20210807T051911_S20210807T031952_D01_N03.01.tar', 'S2B_OPER_MSI_L0__GR_VGS4_20210807T051911_S20210807T031955_D01_N03.01.tar']",['S2B_MSIL1C_20210807T025549_N0301_R032_T48MWU_20210807T052650']
65,non_eruption,Krakatau_00,2020-08-06 00:00:00,2020-08-06 23:59:59,S2A,105.42372903024689,-6.10264947472026,"POLYGON((105.3785483123426 -6.22924462570978,105.3785695126447 -5.976049940456066,105.4688885478491 -5.976049940456066,105.4689097481512 -6.22924462570978,105.3785483123426 -6.22924462570978))",65,"['S2B_OPER_MSI_L0__GR_VGS4_20210807T051911_S20210807T031948_D01_N03.01.tar', 'S2B_OPER_MSI_L0__GR_VGS4_20210807T051911_S20210807T031952_D01_N03.01.tar', 'S2B_OPER_MSI_L0__GR_VGS4_20210807T051911_S20210807T031955_D01_N03.01.tar']",[]
66,non_eruption,Krakatau_01,2020-08-31 00:00:00,2020-08-31 23:59:59,S2B,105.42372903024689,-6.10264947472026,"POLYGON((105.3785483123426 -6.22924462570978,105.3785695126447 -5.976049940456066,105.4688885478491 -5.976049940456066,105.4689097481512 -6.22924462570978,105.3785483123426 -6.22924462570978))",66,"['S2A_OPER_MSI_L0__GR_VGS4_20210921T052539_S20210921T031950_D01_N03.01.tar', 'S2A_OPER_MSI_L0__GR_VGS4_20210921T052539_S20210921T031954_D01_N03.01.tar', 'S2A_OPER_MSI_L0__GR_VGS4_20210921T052539_S20210921T031957_D01_N03.01.tar']",[]
67,eruption,Krakatau_01,2021-09-21 00:00:00,2021-09-21 23:59:59,S2A,105.42372903024689,-6.10264947472026,"POLYGON((105.3785483123426 -6.22924462570978,105.3785695126447 -5.976049940456066,105.4688885478491 -5.976049940456066,105.4689097481512 -6.22924462570978,105.3785483123426 -6.22924462570978))",67,"['S2A_OPER_MSI_L0__GR_VGS4_20210921T052539_S20210921T031950_D01_N03.01.tar', 'S2A_OPER_MSI_L0__GR_VGS4_20210921T052539_S20210921T031954_D01_N03.01.tar', 'S2A_OPER_MSI_L0__GR_VGS4_20210921T052539_S20210921T031957_D01_N03.01.tar']",['S2A_MSIL1C_20210921T025551_N0301_R032_T48MWU_20210921T053516']
68,eruption,Krakatau_10,2018-06-19 00:00:00,2018-06-19 23:59:59,S2B,105.42283, -6.10315,"POLYGON((105.3776492392983 -6.229745148460848,105.3776704413719 -5.976550467903455,105.4679895586281 -5.976550467903456,105.4680107607017 -6.229745148460848,105.3776492392983 -6.229745148460848))",68,"['S2A_OPER_MSI_L0__GR_MTI__20170525T081644_S20170525T031950_D01_N02.05.tar', 'S2A_OPER_MSI_L0__GR_MTI__20170525T081644_S20170525T031954_D01_N02.05.tar']",['S2A_MSIL1C_20180619T025541_N0206_R032_T48MWU_20180619T063231']
69,non_eruption,Krakatau_10,2017-05-25 00:00:00,2017-05-25 23:59:59,S2A,105.42283, -6.10315,"POLYGON((105.3776492392983 -6.229745148460848,105.3776704413719 -5.976550467903455,105.4679895586281 -5.976550467903456,105.4680107607017 -6.229745148460848,105.3776492392983 -6.229745148460848))",69,"['S2A_OPER_MSI_L0__GR_MTI__20170525T081644_S20170525T031950_D01_N02.05.tar', 'S2A_OPER_MSI_L0__GR_MTI__20170525T081644_S20170525T031954_D01_N02.05.tar']",['S2A_MSIL1C_20170525T025551_N0205_R032_T48MWU_20170525T031458']
70,eruption,Krysuvik-Trolladyngja_00,2021-03-23 00:00:00,2021-03-23 23:59:59,S2B,-22.274878085887938,63.89124153674422,"POLYGON((-22.37621324140914 63.76561687682781,-22.37712257266202 64.01679244683255,-22.17263359911385 64.01679244683255,-22.17354293036674 63.76561687682781,-22.37621324140914 63.76561687682781))",70,"['S2B_OPER_MSI_L0__GR_EPAE_20200308T140439_S20200308T131407_D09_N02.09.tar', 'S2B_OPER_MSI_L0__GR_MPS__20200308T132849_S20200308T131356_D08_N02.09.tar', 'S2B_OPER_MSI_L0__GR_MPS__20200308T132849_S20200308T131400_D08_N02.09.tar', 'S2B_OPER_MSI_L0__GR_MPS__20200308T132849_S20200308T131400_D09_N02.09.tar', 'S2B_OPER_MSI_L0__GR_MPS__20200308T132849_S20200308T131404_D08_N02.09.tar', 'S2B_OPER_MSI_L0__GR_MPS__20200308T132849_S20200308T131404_D09_N02.09.tar', 'S2B_OPER_MSI_L0__GR_MPS__20200308T132849_S20200308T131407_D09_N02.09.tar']","['S2B_MSIL1C_20210323T131259_N0209_R081_T27VVL_20210323T134842', 'S2B_MSIL1C_20210323T131259_N0209_R081_T27WVM_20210323T134842']"
71,non_eruption,Krysuvik-Trolladyngja_00,2020-03-08 00:00:00,2020-03-08 23:59:59,S2B,-22.274878085887938,63.89124153674422,"POLYGON((-22.37621324140914 63.76561687682781,-22.37712257266202 64.01679244683255,-22.17263359911385 64.01679244683255,-22.17354293036674 63.76561687682781,-22.37621324140914 63.76561687682781))",71,"['S2B_OPER_MSI_L0__GR_EPAE_20200308T140439_S20200308T131407_D09_N02.09.tar', 'S2B_OPER_MSI_L0__GR_MPS__20200308T132849_S20200308T131356_D08_N02.09.tar', 'S2B_OPER_MSI_L0__GR_MPS__20200308T132849_S20200308T131400_D08_N02.09.tar', 'S2B_OPER_MSI_L0__GR_MPS__20200308T132849_S20200308T131400_D09_N02.09.tar', 'S2B_OPER_MSI_L0__GR_MPS__20200308T132849_S20200308T131404_D08_N02.09.tar', 'S2B_OPER_MSI_L0__GR_MPS__20200308T132849_S20200308T131404_D09_N02.09.tar', 'S2B_OPER_MSI_L0__GR_MPS__20200308T132849_S20200308T131407_D09_N02.09.tar']","['S2B_MSIL1C_20200308T131259_N0209_R081_T27WVM_20200308T133213', 'S2B_MSIL1C_20200308T131259_N0209_R081_T27VVL_20200308T133213']"
72,non_eruption,Krysuvik-Trolladyngja_01,2020-04-02 00:00:00,2020-04-02 23:59:59,S2A,-22.274878085887938,63.89124153674422,"POLYGON((-22.37621324140914 63.76561687682781,-22.37712257266202 64.01679244683255,-22.17263359911385 64.01679244683255,-22.17354293036674 63.76561687682781,-22.37621324140914 63.76561687682781))",72,"['S2A_OPER_MSI_L0__GR_SGS__20200402T131744_S20200402T131354_D08_N02.09.tar', 'S2A_OPER_MSI_L0__GR_SGS__20200402T131744_S20200402T131358_D08_N02.09.tar', 'S2A_OPER_MSI_L0__GR_SGS__20200402T131744_S20200402T131358_D09_N02.09.tar', 'S2A_OPER_MSI_L0__GR_SGS__20200402T131744_S20200402T131402_D09_N02.09.tar', 'S2A_OPER_MSI_L0__GR_SGS__20200402T131744_S20200402T131405_D09_N02.09.tar', 'S2A_OPER_MSI_L0__GR_SGS__20200402T145711_S20200402T131358_D08_N02.09.tar', 'S2A_OPER_MSI_L0__GR_SGS__20200402T145711_S20200402T131358_D09_N02.09.tar', 'S2A_OPER_MSI_L0__GR_SGS__20200402T145711_S20200402T131402_D09_N02.09.tar', 'S2A_OPER_MSI_L0__GR_SGS__20200402T145711_S20200402T131405_D09_N02.09.tar']","['S2A_MSIL1C_20200402T131251_N0209_R081_T27VVL_20200402T150022', 'S2A_MSIL1C_20200402T131251_N0209_R081_T27VVL_20200402T132157', 'S2A_MSIL1C_20200402T131251_N0209_R081_T27WVM_20200402T132157']"
73,eruption,Krysuvik-Trolladyngja_01,2021-04-02 00:00:00,2021-04-02 23:59:59,S2B,-22.274878085887938,63.89124153674422,"POLYGON((-22.37621324140914 63.76561687682781,-22.37712257266202 64.01679244683255,-22.17263359911385 64.01679244683255,-22.17354293036674 63.76561687682781,-22.37621324140914 63.76561687682781))",73,"['S2A_OPER_MSI_L0__GR_SGS__20200402T131744_S20200402T131354_D08_N02.09.tar', 'S2A_OPER_MSI_L0__GR_SGS__20200402T131744_S20200402T131358_D08_N02.09.tar', 'S2A_OPER_MSI_L0__GR_SGS__20200402T131744_S20200402T131358_D09_N02.09.tar', 'S2A_OPER_MSI_L0__GR_SGS__20200402T131744_S20200402T131402_D09_N02.09.tar', 'S2A_OPER_MSI_L0__GR_SGS__20200402T131744_S20200402T131405_D09_N02.09.tar', 'S2A_OPER_MSI_L0__GR_SGS__20200402T145711_S20200402T131358_D08_N02.09.tar', 'S2A_OPER_MSI_L0__GR_SGS__20200402T145711_S20200402T131358_D09_N02.09.tar', 'S2A_OPER_MSI_L0__GR_SGS__20200402T145711_S20200402T131402_D09_N02.09.tar', 'S2A_OPER_MSI_L0__GR_SGS__20200402T145711_S20200402T131405_D09_N02.09.tar']","['S2B_MSIL1C_20210402T131259_N0300_R081_T27VVL_20210402T135958', 'S2B_MSIL1C_20210402T131259_N0300_R081_T27WVM_20210402T135958']"
74,eruption,Krysuvik-Trolladyngja_02,2021-04-19 00:00:00,2021-04-19 23:59:59,S2B,-22.274878085887938,63.89124153674422,"POLYGON((-22.37621324140914 63.76561687682781,-22.37712257266202 64.01679244683255,-22.17263359911385 64.01679244683255,-22.17354293036674 63.76561687682781,-22.37621324140914 63.76561687682781))",74,"['S2A_OPER_MSI_L0__GR_SGS__20190717T145728_S20190717T131401_D08_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190717T145728_S20190717T131404_D08_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190717T145728_S20190717T131408_D08_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190717T145728_S20190717T131408_D09_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190717T145728_S20190717T131412_D09_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190717T145728_S20190717T131415_D09_N02.08.tar']","['S2B_MSIL1C_20210419T130259_N0300_R038_T27WVM_20210419T134729', 'S2B_MSIL1C_20210419T130259_N0300_R038_T27VVL_20210419T134729']"
75,non_eruption,Krysuvik-Trolladyngja_02,2019-07-17 00:00:00,2019-07-17 23:59:59,S2A,-22.274878085887938,63.89124153674422,"POLYGON((-22.37621324140914 63.76561687682781,-22.37712257266202 64.01679244683255,-22.17263359911385 64.01679244683255,-22.17354293036674 63.76561687682781,-22.37621324140914 63.76561687682781))",75,"['S2A_OPER_MSI_L0__GR_SGS__20190717T145728_S20190717T131401_D08_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190717T145728_S20190717T131404_D08_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190717T145728_S20190717T131408_D08_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190717T145728_S20190717T131408_D09_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190717T145728_S20190717T131412_D09_N02.08.tar', 'S2A_OPER_MSI_L0__GR_SGS__20190717T145728_S20190717T131415_D09_N02.08.tar']","['S2A_MSIL1C_20190717T131301_N0208_R081_T27WVM_20190717T150421', 'S2A_MSIL1C_20190717T131301_N0208_R081_T27VVL_20190717T150421']"
76,eruption,Krysuvik-Trolladyngja_03,2021-08-07 00:00:00,2021-08-07 23:59:59,S2B,-22.274878085887938,63.89124153674422,"POLYGON((-22.37621324140914 63.76561687682781,-22.37712257266202 64.01679244683255,-22.17263359911385 64.01679244683255,-22.17354293036674 63.76561687682781,-22.37621324140914 63.76561687682781))",76,"['S2B_OPER_MSI_L0__GR_VGS4_20210807T133935_S20210807T130401_D04_N03.01.tar', 'S2B_OPER_MSI_L0__GR_VGS4_20210807T133935_S20210807T130405_D03_N03.01.tar', 'S2B_OPER_MSI_L0__GR_VGS4_20210807T133935_S20210807T130405_D04_N03.01.tar', 'S2B_OPER_MSI_L0__GR_VGS4_20210807T133935_S20210807T130409_D03_N03.01.tar', 'S2B_OPER_MSI_L0__GR_VGS4_20210807T133935_S20210807T130409_D04_N03.01.tar', 'S2B_OPER_MSI_L0__GR_VGS4_20210807T133935_S20210807T130412_D03_N03.01.tar']","['S2B_MSIL1C_20210807T130259_N0301_R038_T27VVL_20210807T134203', 'S2B_MSIL1C_20210807T130259_N0301_R038_T27WVM_20210807T134203']"
77,non_eruption,La_Palma_00,2020-09-20 00:00:00,2020-09-20 23:59:59,S2B,-17.8757, 28.6182,"POLYGON((-17.92676642355434 28.49186903905994,-17.92688879627206 28.74450932344391,-17.82451120372794 28.74450932344391,-17.82463357644566 28.49186903905994,-17.92676642355434 28.49186903905994))",77,"['S2B_OPER_MSI_L0__GR_VGS2_20200920T140109_S20200920T120332_D10_N02.09.tar', 'S2B_OPER_MSI_L0__GR_VGS2_20200920T140109_S20200920T120336_D10_N02.09.tar', 'S2B_OPER_MSI_L0__GR_VGS2_20200920T140109_S20200920T120339_D09_N02.09.tar', 'S2B_OPER_MSI_L0__GR_VGS2_20200920T140109_S20200920T120339_D10_N02.09.tar']","['S2B_MSIL1C_20200920T120329_N0209_R023_T28RBS_20200920T140331', 'S2B_MSIL1C_20200920T120329_N0209_R023_T27RYM_20200920T140331']"
78,eruption,La_Palma_00,2021-09-20 00:00:00,2021-09-20 23:59:59,S2A,-17.8757, 28.6182,"POLYGON((-17.92676642355434 28.49186903905994,-17.92688879627206 28.74450932344391,-17.82451120372794 28.74450932344391,-17.82463357644566 28.49186903905994,-17.92676642355434 28.49186903905994))",78,"['S2B_OPER_MSI_L0__GR_VGS2_20200920T140109_S20200920T120332_D10_N02.09.tar', 'S2B_OPER_MSI_L0__GR_VGS2_20200920T140109_S20200920T120336_D10_N02.09.tar', 'S2B_OPER_MSI_L0__GR_VGS2_20200920T140109_S20200920T120339_D09_N02.09.tar', 'S2B_OPER_MSI_L0__GR_VGS2_20200920T140109_S20200920T120339_D10_N02.09.tar']","['S2A_MSIL1C_20210920T120331_N0301_R023_T27RYM_20210920T170953', 'S2A_MSIL1C_20210920T120331_N0301_R023_T28RBS_20210920T170953']"
79,eruption,La_Palma_01,2021-09-25 00:00:00,2021-09-25 23:59:59,S2A,-17.8757, 28.6182,"POLYGON((-17.92676642355434 28.49186903905994,-17.92688879627206 28.74450932344391,-17.82451120372794 28.74450932344391,-17.82463357644566 28.49186903905994,-17.92676642355434 28.49186903905994))",79,"['S2A_OPER_MSI_L0__GR_VGS2_20200925T135623_S20200925T120336_D10_N02.09.tar', 'S2A_OPER_MSI_L0__GR_VGS2_20200925T135623_S20200925T120340_D09_N02.09.tar', 'S2A_OPER_MSI_L0__GR_VGS2_20200925T135623_S20200925T120340_D10_N02.09.tar', 'S2A_OPER_MSI_L0__GR_VGS2_20200925T135623_S20200925T120343_D09_N02.09.tar', 'S2A_OPER_MSI_L0__GR_VGS2_20200925T135623_S20200925T120343_D10_N02.09.tar']","['S2B_MSIL1C_20210925T120319_N0301_R023_T28RBS_20210925T153051', 'S2B_MSIL1C_20210925T120319_N0301_R023_T27RYM_20210925T153051']"
80,non_eruption,La_Palma_01,2020-09-25 00:00:00,2020-09-25 23:59:59,S2A,-17.8757, 28.6182,"POLYGON((-17.92676642355434 28.49186903905994,-17.92688879627206 28.74450932344391,-17.82451120372794 28.74450932344391,-17.82463357644566 28.49186903905994,-17.92676642355434 28.49186903905994))",80,"['S2A_OPER_MSI_L0__GR_VGS2_20200925T135623_S20200925T120336_D10_N02.09.tar', 'S2A_OPER_MSI_L0__GR_VGS2_20200925T135623_S20200925T120340_D09_N02.09.tar', 'S2A_OPER_MSI_L0__GR_VGS2_20200925T135623_S20200925T120340_D10_N02.09.tar', 'S2A_OPER_MSI_L0__GR_VGS2_20200925T135623_S20200925T120343_D09_N02.09.tar', 'S2A_OPER_MSI_L0__GR_VGS2_20200925T135623_S20200925T120343_D10_N02.09.tar']","['S2A_MSIL1C_20200925T120331_N0209_R023_T27RYM_20200925T140209', 'S2A_MSIL1C_20200925T120331_N0209_R023_T28RBS_20200925T140209']"
