,ID_event,Start,End,Sat,"Coords (Lat, Lon)",class,Raw_useful_granules,Raw_complementary_granules,Polygon_square,Raw_files,l1c_files,bbox_list,bbox_list_merged,Polygon
51,Telica_02,20/09/2021,20/09/2021 23:59,S2B,"(12.6049941, -86.84)",eruption,[1],[2],"POLYGON ((-86.88140943597885 12.56431366760535, -86.88142250232059 12.645667992208267, -86.79857749767943 12.645667992208269, -86.79859056402115 12.56431366760535, -86.88140943597885 12.56431366760535))","['S2B_OPER_MSI_L0__GR_VGS4_20210920T204509_S20210920T161955_D01_N03.01', 'S2B_OPER_MSI_L0__GR_VGS4_20210920T204509_S20210920T161958_D01_N03.01', 'S2B_OPER_MSI_L0__GR_VGS4_20210920T204509_S20210920T162002_D01_N03.01']","['S2B_MSIL1C_20210920T155839_N0301_R097_T16PEV_20210920T204944', 'S2B_MSIL1C_20210920T155839_N0301_R097_T16PEU_20210920T204944']","{1: [[[82, 723], [86, 723], [87, 726], [83, 726]], [[459, 962], [463, 961], [465, 967], [460, 968]]]}","{1: [[[[82, 723], [86, 723], [87, 726], [83, 726], [82, 723]], [[459, 962], [463, 961], [465, 967], [460, 968], [459, 962]]]]}","POLYGON((-86.88599523615221 12.478438374065826, -86.88604040389141 12.731540708245301, -86.79395959610859 12.731540708245303, -86.7940047638478 12.478438374065826, -86.88599523615221 12.478438374065826))"
52,Tinakula_00,02/01/2019,02/01/2019 23:59,S2A,"(-10.38515513, 165.8022834)",eruption,[1],[2],"POLYGON ((165.76118511278983 -10.425835792605215, 165.76119573835825 -10.34446910467836, 165.84337106164173 -10.34446910467836, 165.84338168721015 -10.425835792605215, 165.76118511278983 -10.425835792605215))","['S2A_OPER_MSI_L0__GR_EPAE_20190103T002556_S20190102T231909_D05_N02.07', 'S2A_OPER_MSI_L0__GR_EPAE_20190103T002556_S20190102T231912_D05_N02.07', 'S2A_OPER_MSI_L0__GR_EPAE_20190103T002556_S20190102T231916_D05_N02.07']",['S2A_MSIL1C_20190102T231851_N0207_R001_T58LEP_20190103T003127'],"{1: [[[698, 873], [704, 872], [706, 876], [700, 878]]]}","{1: [[[698, 873], [704, 872], [706, 876], [700, 878], [698, 873]]]}","POLYGON((165.75660610156083 -10.511721784235704, 165.75664283203065 -10.2585809862604, 165.84792396796934 -10.2585809862604, 165.84796069843915 -10.511721784235704, 165.75660610156083 -10.511721784235704))"
53,Tinakula_01,28/10/2021,28/10/2021 23:59,S2A,"(-10.38515513, 165.8022834)",eruption,[1],[2],"POLYGON ((165.76118511278983 -10.425835792605215, 165.76119573835825 -10.34446910467836, 165.84337106164173 -10.34446910467836, 165.84338168721015 -10.425835792605215, 165.76118511278983 -10.425835792605215))","['S2A_OPER_MSI_L0__GR_VGS4_20211029T003404_S20211028T231919_D05_N03.01', 'S2A_OPER_MSI_L0__GR_VGS4_20211029T003404_S20211028T231922_D05_N03.01', 'S2A_OPER_MSI_L0__GR_VGS4_20211029T003404_S20211028T231926_D05_N03.01']",['S2A_MSIL1C_20211028T231901_N0301_R001_T58LEP_20211029T003704'],"{1: [[[719, 1023], [724, 1022], [725, 1026], [720, 1027]], [[738, 1039], [743, 1037], [745, 1042], [739, 1043]]]}","{1: [[[[719, 1023], [724, 1022], [725, 1026], [720, 1027], [719, 1023]], [[738, 1039], [743, 1037], [745, 1042], [739, 1043], [738, 1039]]]]}","POLYGON((165.75660610156083 -10.511721784235704, 165.75664283203065 -10.2585809862604, 165.84792396796934 -10.2585809862604, 165.84796069843915 -10.511721784235704, 165.75660610156083 -10.511721784235704))"
54,Tinakula_02,22/12/2021,22/12/2021 23:59,S2B,"(-10.3850707, 165.8021117)",eruption,[1],[2],"POLYGON ((165.76101342386096 -10.42575136284098, 165.76102404933826 -10.344384674487062, 165.84319935066176 -10.344384674487063, 165.84320997613906 -10.42575136284098, 165.76101342386096 -10.42575136284098))","['S2B_OPER_MSI_L0__GR_VGS4_20211223T001939_S20211222T231909_D05_N03.01', 'S2B_OPER_MSI_L0__GR_VGS4_20211223T001939_S20211222T231912_D05_N03.01', 'S2B_OPER_MSI_L0__GR_VGS4_20211223T001939_S20211222T231916_D05_N03.01']",['S2B_MSIL1C_20211222T231849_N0301_R001_T58LEP_20211223T002412'],"{1: [[[714, 1100], [723, 1099], [724, 1104], [715, 1106]]]}","{1: [[[714, 1100], [723, 1099], [724, 1104], [715, 1106], [714, 1100]]]}","POLYGON((165.75643441396915 -10.51163735493085, 165.7564711441239 -10.2584965556269, 165.84775225587612 -10.2584965556269, 165.84778898603088 -10.51163735493085, 165.75643441396915 -10.51163735493085))"
55,Nyamulagira_03,28/04/2017,28/04/2017 23:59,S2A,"(-1.409887617, 29.2053215)",eruption,"[0, 2, 5]","[1, 4, 4]","POLYGON ((29.164884443444084 -1.450583632115864, 29.16488584777453 -1.3691908809240994, 29.24575715222547 -1.3691908809240994, 29.245758556555916 -1.450583632115864, 29.164884443444084 -1.450583632115864))","['S2A_OPER_MSI_L0__GR_MTI__20170428T114421_S20170428T083032_D04_N02.05', 'S2A_OPER_MSI_L0__GR_MTI__20170428T114421_S20170428T083035_D04_N02.05', 'S2A_OPER_MSI_L0__GR_MTI__20170428T114421_S20170428T083035_D05_N02.05', 'S2A_OPER_MSI_L0__GR_MTI__20170428T114421_S20170428T083039_D04_N02.05', 'S2A_OPER_MSI_L0__GR_MTI__20170428T114421_S20170428T083039_D05_N02.05', 'S2A_OPER_MSI_L0__GR_MTI__20170428T114421_S20170428T083042_D05_N02.05']",['S2A_MSIL1C_20170428T081011_N0205_R078_T35MQU_20170428T082529'],"{0: [[[1269, 94], [1274, 93], [1275, 98], [1270, 99]]], 2: [[[42, 713], [47, 712], [48, 718], [43, 719]]], 5: [[[356, 447], [364, 445], [366, 454], [358, 455]]]}","{0: [[[1151, 94], [1151, 93], [1151, 98], [1151, 99], [1151, 94]]], 2: [[[42, 713], [47, 712], [48, 718], [43, 719], [42, 713]]], 5: [[[356, 447], [364, 445], [366, 454], [358, 455], [356, 447]]]}","POLYGON((29.160389724845036 -1.5364980536312307, 29.160394579334515 -1.2832761697111437, 29.250248420665486 -1.2832761697111437, 29.250253275154964 -1.5364980536312307, 29.160389724845036 -1.5364980536312307))"
56,Nyamulagira_04,27/05/2020,27/05/2020 23:59,S2B,"(-1.410574055, 29.20411987)",eruption,"[2, 5, 6]","[4, 4, None]","POLYGON ((29.163682801255348 -1.4512700696993728, 29.163684206270215 -1.3698773189894455, 29.244555533729784 -1.3698773189894455, 29.24455693874465 -1.4512700696993728, 29.163682801255348 -1.4512700696993728))","['S2B_OPER_MSI_L0__GR_EPAE_20200527T104214_S20200527T083032_D04_N02.09', 'S2B_OPER_MSI_L0__GR_EPAE_20200527T104214_S20200527T083035_D04_N02.09', 'S2B_OPER_MSI_L0__GR_EPAE_20200527T104214_S20200527T083035_D05_N02.09', 'S2B_OPER_MSI_L0__GR_EPAE_20200527T104214_S20200527T083039_D04_N02.09', 'S2B_OPER_MSI_L0__GR_EPAE_20200527T104214_S20200527T083039_D05_N02.09', 'S2B_OPER_MSI_L0__GR_EPAE_20200527T104214_S20200527T083043_D05_N02.09', 'S2B_OPER_MSI_L0__GR_SGS__20200527T113905_S20200527T083043_D05_N02.09']",['S2B_MSIL1C_20200527T080609_N0209_R078_T35MQU_20200527T105514'],"{2: [[[343, 41], [348, 40], [349, 46], [344, 47]], [[75, 326], [85, 325], [87, 331], [77, 333]]], 5: [[[299, 223], [331, 216], [335, 233], [303, 239]], [[314, 228], [354, 220], [370, 285], [330, 292]], [[353, 243], [358, 242], [359, 246], [354, 247]]], 6: [[[299, 51], [331, 45], [335, 61], [303, 68]], [[314, 56], [354, 48], [369, 113], [329, 121]], [[353, 71], [358, 70], [359, 74], [354, 75]]]}","{2: [[[[343, 41], [348, 40], [349, 46], [344, 47], [343, 41]], [[75, 326], [85, 325], [87, 331], [77, 333], [75, 326]]]], 5: [[[[331, 216], [299, 223], [303, 239], [316, 236], [330, 292], [370, 285], [354, 220], [332, 224], [331, 216]]]], 6: [[[[331, 45], [299, 51], [303, 68], [316, 65], [329, 121], [369, 113], [354, 48], [332, 52], [331, 45]]]]}","POLYGON((29.159188080499153 -1.5371844906356178, 29.159192937354526 -1.2839626082145834, 29.249046802645474 -1.2839626082145834, 29.249051659500847 -1.5371844906356178, 29.159188080499153 -1.5371844906356178))"
57,Nyamulagira_05,17/05/2021,17/05/2021 23:59,S2A,"(-1.41177532, 29.2044632)",eruption,[5],[4],"POLYGON ((29.1640261099112 -1.4524713339702329, 29.1640275161238 -1.3710785841040833, 29.2448988838762 -1.3710785841040833, 29.244900290088797 -1.4524713339702329, 29.1640261099112 -1.4524713339702329))","['S2A_OPER_MSI_L0__GR_VGS4_20210517T091119_S20210517T083031_D04_N03.00', 'S2A_OPER_MSI_L0__GR_VGS4_20210517T091119_S20210517T083034_D04_N03.00', 'S2A_OPER_MSI_L0__GR_VGS4_20210517T091119_S20210517T083034_D05_N03.00', 'S2A_OPER_MSI_L0__GR_VGS4_20210517T091119_S20210517T083038_D04_N03.00', 'S2A_OPER_MSI_L0__GR_VGS4_20210517T091119_S20210517T083038_D05_N03.00', 'S2A_OPER_MSI_L0__GR_VGS4_20210517T091119_S20210517T083042_D05_N03.00']",['S2A_MSIL1C_20210517T080611_N0300_R078_T35MQU_20210517T092950'],"{5: [[[285, 215], [341, 204], [358, 274], [302, 285]]]}","{5: [[[285, 215], [341, 204], [358, 274], [302, 285], [285, 215]]]}","POLYGON((29.159531385378447 -1.5383857538924204, 29.159536246374138 -1.2851638740964801, 29.24939015362586 -1.2851638740964801, 29.249395014621552 -1.5383857538924204, 29.159531385378447 -1.5383857538924204))"
58,Poas_00,01/04/2018,01/04/2018 23:59,S2A,"(10.19654, -84.23062)",eruption,"[2, 4, 5]","[4, 2, 3]","POLYGON ((-84.2716833681754 10.155853551444189, -84.27169379043758 10.237221185141383, -84.18954620956242 10.237221185141383, -84.1895566318246 10.155853551444189, -84.2716833681754 10.155853551444189))","['S2A_OPER_MSI_L0__GR_MPS__20180401T222201_S20180401T161027_D04_N02.06', 'S2A_OPER_MSI_L0__GR_MPS__20180401T222201_S20180401T161031_D03_N02.06', 'S2A_OPER_MSI_L0__GR_MPS__20180401T222201_S20180401T161031_D04_N02.06', 'S2A_OPER_MSI_L0__GR_MPS__20180401T222201_S20180401T161035_D03_N02.06', 'S2A_OPER_MSI_L0__GR_MPS__20180401T222201_S20180401T161035_D04_N02.06', 'S2A_OPER_MSI_L0__GR_MPS__20180401T222201_S20180401T161038_D03_N02.06']","['S2A_MSIL1C_20180401T160511_N0206_R054_T16PGS_20180401T222634', 'S2A_MSIL1C_20180401T160511_N0206_R054_T16PHS_20180401T222634']","{2: [[[984, 1002], [988, 1002], [989, 1005], [985, 1006]]], 4: [[[1034, 277], [1057, 276], [1061, 286], [1038, 287]], [[1060, 280], [1066, 280], [1068, 285], [1062, 285]]], 5: [[[158, 339], [164, 337], [165, 343], [159, 344]]]}","{2: [[[984, 1002], [988, 1002], [989, 1005], [985, 1006], [984, 1002]]], 4: [[[[1034, 277], [1057, 276], [1061, 286], [1038, 287], [1034, 277]], [[1060, 280], [1066, 280], [1068, 285], [1062, 285], [1060, 280]]]], 5: [[[158, 339], [164, 337], [165, 343], [159, 344], [158, 339]]]}","POLYGON((-84.2762338133924 10.069964453899384, -84.2762698410729 10.32310819428028, -84.1849701589271 10.32310819428028, -84.18500618660761 10.069964453899384, -84.2762338133924 10.069964453899384))"
59,Piton_de_la_Fournaise_00_NE,01/01/2021,01/01/2021 23:59,S2A,"(-21.26348639, 55.70800059)",not_event,[1],,"POLYGON ((55.6646305838023 -21.304123601587072, 55.66465438201957 -21.22283782860201, 55.75134679798043 -21.222837828602007, 55.751370596197695 -21.304123601587072, 55.6646305838023 -21.304123601587072))","['S2A_OPER_MSI_L0__GR_EPAE_20210101T071315_S20210101T063513_D08_N02.09', 'S2A_OPER_MSI_L0__GR_EPAE_20210101T071315_S20210101T063516_D08_N02.09', 'S2A_OPER_MSI_L0__GR_EPAE_20210101T071315_S20210101T063520_D08_N02.09', 'S2A_OPER_MSI_L0__GR_EPAE_20210101T090009_S20210101T063520_D08_N02.09']",['S2A_MSIL1C_20210101T063511_N0209_R134_T40KCB_20210101T071617'],{},[],"POLYGON((55.65978368166315 -21.389923087800284, 55.65986594739206 -21.13703402614708, 55.75613523260793 -21.137034026147084, 55.756217498336845 -21.389923087800284, 55.65978368166315 -21.389923087800284))"
60,Piton_de_la_Fournaise_02_NE,16/01/2021,16/01/2021 23:59,S2B,"(-21.26348639, 55.70800059)",not_event,[1],,"POLYGON ((55.6646305838023 -21.304123601587072, 55.66465438201957 -21.22283782860201, 55.75134679798043 -21.222837828602007, 55.751370596197695 -21.304123601587072, 55.6646305838023 -21.304123601587072))","['S2B_OPER_MSI_L0__GR_VGS1_20210116T074157_S20210116T063512_D08_N02.09', 'S2B_OPER_MSI_L0__GR_VGS1_20210116T074157_S20210116T063515_D08_N02.09', 'S2B_OPER_MSI_L0__GR_VGS1_20210116T074157_S20210116T063519_D08_N02.09']",['S2B_MSIL1C_20210116T063509_N0209_R134_T40KCB_20210116T074438'],{},[],"POLYGON((55.65978368166315 -21.389923087800284, 55.65986594739206 -21.13703402614708, 55.75613523260793 -21.137034026147084, 55.756217498336845 -21.389923087800284, 55.65978368166315 -21.389923087800284))"
61,Poas_20_NE,07/11/2016,07/11/2016 23:59,S2A,"(10.196525, -84.230588)",not_event,[4],,"POLYGON ((-84.27165136626215 10.15583855141086, -84.27166178850817 10.237206185182606, -84.18951421149183 10.237206185182606, -84.18952463373785 10.15583855141086, -84.27165136626215 10.15583855141086))","['S2A_OPER_MSI_L0__GR_SGS__20161107T210126_S20161107T161026_D04_N02.04', 'S2A_OPER_MSI_L0__GR_SGS__20161107T210126_S20161107T161030_D03_N02.04', 'S2A_OPER_MSI_L0__GR_SGS__20161107T210126_S20161107T161030_D04_N02.04', 'S2A_OPER_MSI_L0__GR_SGS__20161107T210126_S20161107T161034_D03_N02.04', 'S2A_OPER_MSI_L0__GR_SGS__20161107T210126_S20161107T161034_D04_N02.04', 'S2A_OPER_MSI_L0__GR_SGS__20161107T210126_S20161107T161037_D03_N02.04']","['S2A_MSIL1C_20161107T160512_N0204_R054_T16PHS_20161107T160726', 'S2A_MSIL1C_20161107T160512_N0204_R054_T16PGS_20161107T160726']",{},[],"POLYGON((-84.27620181128546 10.069949453788883, -84.27623783891016 10.323093194401727, -84.18493816108983 10.323093194401729, -84.18497418871453 10.069949453788883, -84.27620181128546 10.069949453788883))"
62,Raung_10_NE,10/07/2019,10/07/2019 23:59,S2B,"(-8.116587097, 114.0563439)",not_event,[2],,"POLYGON ((114.01550928808638 -8.157273486401651, 114.01551750434399 -8.075896532636609, 114.09717029565601 -8.075896532636607, 114.09717851191363 -8.157273486401651, 114.01550928808638 -8.157273486401651))","['S2B_OPER_MSI_L0__GR_SGS__20190710T055204_S20190710T025008_D08_N02.08', 'S2B_OPER_MSI_L0__GR_SGS__20190710T055204_S20190710T025012_D07_N02.08', 'S2B_OPER_MSI_L0__GR_SGS__20190710T055204_S20190710T025012_D08_N02.08', 'S2B_OPER_MSI_L0__GR_SGS__20190710T055204_S20190710T025016_D07_N02.08']","['S2B_MSIL1C_20190710T022559_N0208_R046_T49LHL_20190710T060021', 'S2B_MSIL1C_20190710T022559_N0208_R046_T49MHM_20190710T060021']",{},[],"POLYGON((114.01096240288634 -8.243170545461172, 114.01099080484785 -7.98999780922754, 114.10169699515215 -7.98999780922754, 114.10172539711367 -8.243170545461172, 114.01096240288634 -8.243170545461172))"
63,Raung_11_NE,20/07/2019,20/07/2019 23:59,S2B,"(-8.116587097, 114.0563439)",not_event,[3],,"POLYGON ((114.01550928808638 -8.157273486401651, 114.01551750434399 -8.075896532636609, 114.09717029565601 -8.075896532636607, 114.09717851191363 -8.157273486401651, 114.01550928808638 -8.157273486401651))","['S2B_OPER_MSI_L0__GR_SGS__20190720T055200_S20190720T025005_D08_N02.08', 'S2B_OPER_MSI_L0__GR_SGS__20190720T055200_S20190720T025008_D08_N02.08', 'S2B_OPER_MSI_L0__GR_SGS__20190720T055200_S20190720T025012_D07_N02.08', 'S2B_OPER_MSI_L0__GR_SGS__20190720T055200_S20190720T025012_D08_N02.08', 'S2B_OPER_MSI_L0__GR_SGS__20190720T055200_S20190720T025016_D07_N02.08']","['S2B_MSIL1C_20190720T022559_N0208_R046_T49MHM_20190720T055941', 'S2B_MSIL1C_20190720T022559_N0208_R046_T49LHL_20190720T055941']",{},[],"POLYGON((114.01096240288634 -8.243170545461172, 114.01099080484785 -7.98999780922754, 114.10169699515215 -7.98999780922754, 114.10172539711367 -8.243170545461172, 114.01096240288634 -8.243170545461172))"
64,Raung_12_NE,25/07/2019,25/07/2019 23:59,S2A,"(-8.116587097, 114.0563439)",not_event,[2],,"POLYGON ((114.01550928808638 -8.157273486401651, 114.01551750434399 -8.075896532636609, 114.09717029565601 -8.075896532636607, 114.09717851191363 -8.157273486401651, 114.01550928808638 -8.157273486401651))","['S2A_OPER_MSI_L0__GR_SGS__20190725T055210_S20190725T025004_D08_N02.08', 'S2A_OPER_MSI_L0__GR_SGS__20190725T055210_S20190725T025008_D07_N02.08', 'S2A_OPER_MSI_L0__GR_SGS__20190725T055210_S20190725T025008_D08_N02.08', 'S2A_OPER_MSI_L0__GR_SGS__20190725T055210_S20190725T025011_D07_N02.08']","['S2A_MSIL1C_20190725T022551_N0208_R046_T49MHM_20190725T055956', 'S2A_MSIL1C_20190725T022551_N0208_R046_T49LHL_20190725T055956']",{},[],"POLYGON((114.01096240288634 -8.243170545461172, 114.01099080484785 -7.98999780922754, 114.10169699515215 -7.98999780922754, 114.10172539711367 -8.243170545461172, 114.01096240288634 -8.243170545461172))"
65,Telica_00_NE,16/08/2020,16/08/2020 23:59,S2B,"(12.60482658, -86.84017166)",not_event,[1],,"POLYGON ((-86.8815810691675 12.564146147141257, -86.88159413532141 12.645500472761873, -86.79874918467858 12.645500472761873, -86.7987622508325 12.564146147141257, -86.8815810691675 12.564146147141257))","['S2B_OPER_MSI_L0__GR_VGS2_20200816T194426_S20200816T162003_D01_N02.09', 'S2B_OPER_MSI_L0__GR_VGS2_20200816T194426_S20200816T162006_D01_N02.09', 'S2B_OPER_MSI_L0__GR_VGS2_20200816T194426_S20200816T162010_D01_N02.09']","['S2B_MSIL1C_20200816T155829_N0209_R097_T16PEU_20200816T194959', 'S2B_MSIL1C_20200816T155829_N0209_R097_T16PEV_20200816T194959']",{},[],"POLYGON((-86.88616686658177 12.47827085254446, -86.88621203367174 12.731373189890121, -86.79413128632825 12.731373189890121, -86.79417645341822 12.47827085254446, -86.88616686658177 12.47827085254446))"
66,Telica_01_NE,05/09/2020,05/09/2020 23:59,S2B,"(12.60532915, -86.83982834)",not_event,[1],,"POLYGON ((-86.88123782960432 12.564648718533578, -86.88125089632169 12.646003041101002, -86.7984057836783 12.646003041101002, -86.79841885039568 12.564648718533578, -86.88123782960432 12.564648718533578))","['S2B_OPER_MSI_L0__GR_VGS2_20200905T194329_S20200905T162002_D01_N02.09', 'S2B_OPER_MSI_L0__GR_VGS2_20200905T194329_S20200905T162005_D01_N02.09', 'S2B_OPER_MSI_L0__GR_VGS2_20200905T194329_S20200905T162009_D01_N02.09']","['S2B_MSIL1C_20200905T155829_N0209_R097_T16PEV_20200905T194819', 'S2B_MSIL1C_20200905T155829_N0209_R097_T16PEU_20200905T194819']",{},[],"POLYGON((-86.88582363529612 12.478773427108694, -86.88586880433385 12.731875754955503, -86.79378787566614 12.731875754955505, -86.79383304470387 12.478773427108694, -86.88582363529612 12.478773427108694))"
67,Ulawun_20_NE,14/08/2018,14/08/2018 23:59,S2A,"(-5.050566, 151.331341)",not_event,[0],,"POLYGON ((151.29075776473502 -5.091258161691619, 151.29076282532682 -5.00987125007796, 151.3719191746732 -5.00987125007796, 151.371924235265 -5.091258161691619, 151.29075776473502 -5.091258161691619))","['S2A_OPER_MSI_L0__GR_EPAE_20180814T013548_S20180814T001807_D02_N02.06', 'S2A_OPER_MSI_L0__GR_EPAE_20180814T013548_S20180814T001810_D02_N02.06', 'S2A_OPER_MSI_L0__GR_EPAE_20180814T013548_S20180814T001810_D03_N02.06', 'S2A_OPER_MSI_L0__GR_EPAE_20180814T013548_S20180814T001814_D02_N02.06', 'S2A_OPER_MSI_L0__GR_EPAE_20180814T013548_S20180814T001814_D03_N02.06', 'S2A_OPER_MSI_L0__GR_EPAE_20180814T013548_S20180814T001818_D03_N02.06']","['S2A_MSIL1C_20180814T001721_N0206_R116_T56MKV_20180814T014447', 'S2A_MSIL1C_20180814T001721_N0206_R116_T56MLV_20180814T014447']",{},[],"POLYGON((151.28624251421368 -5.177166045545019, 151.28626000766783 -4.923962329250444, 151.37642199233218 -4.923962329250445, 151.37643948578634 -5.177166045545019, 151.28624251421368 -5.177166045545019))"
68,France_0,21/08/2021,21/08/2021 23:59,S2A,"(43.3328, 6.4114)",fire,"[1, 2, 3]","[2, 1, 4]","POLYGON ((6.3559494608892075 43.29228207545419, 6.355875709739279 43.37329071838434, 6.466924290260722 43.37329071838434, 6.466850539110793 43.29228207545419, 6.3559494608892075 43.29228207545419))","['S2A_OPER_MSI_L0__GR_VGS2_20210817T122920_S20210817T103849_D08_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20210817T122920_S20210817T103853_D08_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20210817T122920_S20210817T103856_D08_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20210817T122920_S20210817T103900_D09_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20210817T122920_S20210817T103903_D09_N03.01']",S2A_MSIL1C_20210817T103021_N0301_R108_T31TGJ_20210817T123758,"{1: [[[723, 680], [737, 730], [788, 716], [774, 666], [723, 680]], [[710, 697], [727, 752], [778, 737], [763, 682], [710, 697]], [[696, 713], [710, 762], [767, 746], [753, 697], [696, 713]], [[808, 691], [819, 742], [883, 729], [867, 678], [808, 691]], [[555, 765], [573, 819], [645, 799], [630, 745], [555, 765]], [[679, 735], [693, 785], [748, 768], [734, 720], [679, 735]], [[788, 712], [806, 766], [874, 747], [856, 693], [788, 712]], [[820, 707], [833, 753], [884, 739], [871, 693], [820, 707]], [[822, 709], [843, 783], [916, 763], [895, 689], [822, 709]], [[681, 835], [687, 879], [735, 870], [720, 826], [681, 835]], [[1047, 749], [1061, 790], [1104, 781], [1090, 740], [1047, 749]], [[625, 873], [638, 919], [685, 906], [672, 860], [625, 873]], [[763, 897], [781, 947], [824, 933], [811, 891], [763, 897]], [[800, 893], [809, 936], [850, 922], [841, 879], [800, 893]], [[863, 932], [877, 982], [923, 969], [909, 919], [863, 932]], [[869, 940], [883, 986], [928, 977], [914, 931], [869, 940]], [[886, 951], [895, 996], [939, 982], [930, 937], [886, 951]], [[1124, 936], [1137, 977], [1183, 968], [1170, 927], [1124, 936]], [[949, 989], [958, 1034], [1000, 1021], [991, 976], [949, 989]], [[958, 994], [971, 1035], [1012, 1022], [999, 981], [958, 994]], [[986, 1008], [995, 1047], [1039, 1041], [1030, 993], [986, 1008]], [[997, 1021], [1010, 1063], [1055, 1057], [1042, 1007], [997, 1021]], [[1017, 1028], [1026, 1070], [1074, 1057], [1053, 1015], [1017, 1028]], [[1018, 1033], [1028, 1081], [1074, 1068], [1064, 1020], [1018, 1033]], [[1058, 1046], [1067, 1089], [1108, 1075], [1099, 1032], [1058, 1046]], [[1073, 1049], [1086, 1095], [1135, 1085], [1119, 1039], [1073, 1049]], [[1249, 1057], [1267, 1101], [1304, 1087], [1295, 1044], [1249, 1057]], [[1257, 1063], [1270, 1104], [1311, 1091], [1298, 1050], [1257, 1063]], [[1144, 1127], [1159, 1174], [1203, 1157], [1188, 1118], [1144, 1127]]], 2: [[[1173, 13], [1196, 26], [1236, 16], [1223, 23], [1173, 13]], [[1193, 2], [1206, 50], [1248, 29], [1235, 6], [1193, 2]]], 3: [[[80, 495], [94, 532], [137, 523], [124, 477], [80, 495]], [[82, 502], [95, 543], [136, 530], [123, 489], [82, 502]], [[37, 517], [46, 562], [87, 549], [78, 504], [37, 517]], [[40, 524], [53, 565], [94, 552], [81, 511], [40, 524]], [[25, 620], [11, 660], [30, 650], [16, 610], [25, 620]], [[69, 605], [82, 643], [120, 643], [120, 592], [69, 605]], [[87, 632], [109, 673], [149, 663], [136, 622], [87, 632]], [[148, 626], [162, 667], [205, 658], [191, 617], [148, 626]]]}","{1: [[[[710, 697], [713, 708], [696, 713], [700, 729], [679, 735], [693, 785], [748, 768], [743, 752], [767, 746], [765, 740], [778, 737], [773, 720], [788, 716], [774, 666], [723, 680], [726, 692], [710, 697]], [[867, 678], [808, 691], [811, 705], [788, 712], [806, 766], [835, 757], [843, 783], [916, 763], [895, 689], [872, 695], [867, 678]], [[850, 922], [841, 879], [802, 892], [763, 897], [781, 947], [824, 933], [823, 931], [850, 922]], [[877, 982], [881, 980], [883, 986], [892, 984], [895, 996], [939, 982], [930, 937], [917, 941], [914, 931], [912, 931], [909, 919], [863, 932], [877, 982]], [[971, 1035], [990, 1028], [995, 1047], [1004, 1045], [1010, 1063], [1023, 1061], [1028, 1081], [1063, 1071], [1067, 1089], [1082, 1083], [1086, 1095], [1135, 1085], [1119, 1039], [1101, 1042], [1099, 1032], [1068, 1042], [1064, 1020], [1056, 1022], [1053, 1015], [1044, 1017], [1042, 1007], [1033, 1009], [1030, 993], [1005, 1001], [999, 981], [992, 983], [991, 976], [949, 989], [958, 1034], [969, 1030], [971, 1035]], [[1151, 1101], [1151, 1100], [1151, 1104], [1151, 1091], [1151, 1050], [1151, 1050], [1151, 1044], [1151, 1057], [1151, 1101]], [[555, 765], [573, 819], [645, 799], [630, 745], [555, 765]], [[681, 835], [687, 879], [735, 870], [720, 826], [681, 835]], [[1047, 749], [1061, 790], [1104, 781], [1090, 740], [1047, 749]], [[625, 873], [638, 919], [685, 906], [672, 860], [625, 873]], [[1124, 936], [1137, 977], [1151, 968], [1151, 927], [1124, 936]], [[1144, 1127], [1151, 1174], [1151, 1157], [1151, 1118], [1144, 1127]]]], 2: [[[[1151, 26], [1151, 25], [1151, 50], [1151, 29], [1151, 0], [1151, 0], [1151, 0], [1151, 0], [1151, 26]]]], 3: [[[[82, 501], [82, 502], [95, 543], [136, 530], [133, 523], [137, 523], [124, 477], [80, 495], [82, 501]], [[46, 562], [51, 560], [53, 565], [94, 552], [81, 511], [79, 511], [78, 504], [37, 517], [46, 562]], [[82, 643], [92, 643], [109, 673], [149, 663], [136, 622], [120, 625], [120, 592], [69, 605], [82, 643]], [[0, 620], [0, 660], [30, 650], [16, 610], [0, 620]], [[148, 626], [162, 667], [205, 658], [191, 617], [148, 626]]]]}","POLYGON((6.349874465957111 43.206768554623345, 6.349619522036273 43.458795425728034, 6.473180477963728 43.458795425728034, 6.47292553404289 43.206768554623345, 6.349874465957111 43.206768554623345))"
